visited,url,attention,house_info,publishday,unit_price,region,total_price 
0,,102, | 2室2厅 | 93平米 | 南 北 | 毛坯,,19463,景丽华庭 ,181
0,,490, | 1室1厅 | 33.29平米 | 西 | 精装 | 无电梯,,37549,回龙庙前一弄 ,125
1,,15, | 4室1厅 | 146.21平米 | 南 | 精装 | 有电梯,,38302,嘉里桦枫居 ,560
1,,92, | 3室2厅 | 89平米 | 南 | 简装 | 有电梯,,30113,冠宇隽园 ,268
1,,34, | 2室1厅 | 111.43平米 | 西南 | 精装 | 有电梯,,26564,钱塘航空大厦 ,296
3,,94, | 3室2厅 | 89平米 | 南 | 精装 | 无电梯,,30338,良渚文化村白鹭郡南 ,270
0,,69, | 2室1厅 | 61.54平米 | 南 北 | 简装 | 有电梯,,26000,农港苑 ,160
6,,41, | 2室2厅 | 103.95平米 | 南 | 简装 | 有电梯,,34152,三墩颐景园 ,355
1,,89, | 3室2厅 | 103.58平米 | 东 南 北 | 毛坯 | 有电梯,,27998,都市水乡水映苑 ,290
2,,31, | 3室2厅 | 138.4平米 | 南 | 毛坯 | 有电梯,,20954,竹海水韵 ,290
0,,10, | 2室1厅 | 46.55平米 | 西 | 精装 | 无电梯,,42965,叶家弄 ,200
0,,13, | 2室2厅 | 88.97平米 | 南 北 | 毛坯 | 有电梯,,32821,北景园菊香苑 ,292
0,,61, | 2室1厅 | 72.69平米 | 南 北 | 简装 | 有电梯,,35769,和睦院 ,260
0,,40, | 2室1厅 | 95.67平米 | 南 | 毛坯 | 有电梯,,34703,紫金港湾 ,332
0,,31, | 2室1厅 | 58.55平米 | 东南 北 | 简装 | 无电梯,,33818,长兴公寓 ,198
3,,9, | 3室2厅 | 122.15平米 | 南 北 | 简装 | 无电梯,,28490,铭雅苑东区 ,348
5,,23, | 3室2厅 | 104.14平米 | 南 | 其他 | 有电梯,,44940,昆仑橡树园 ,468
2,,5, | 2室2厅 | 101.6平米 | 南 北 | 简装 | 无电梯,,50197,南光坊 ,510
1,,20, | 3室2厅 | 119.34平米 | 东南 | 毛坯 | 无电梯,,30166,圆梦园 ,360
0,,15, | 2室2厅 | 92.93平米 | 南 北 | 简装 | 有电梯,,38739,三塘汶园 ,360
1,,10, | 3室2厅 | 133.78平米 | 南 | 毛坯 | 有电梯,,20930,贝利珑昕泽第 ,280
1,,6, | 3室2厅 | 137平米 | 南 北 | 精装 | 无电梯,,25183,东城丽景 ,345
1,,27, | 4室2厅 | 199.21平米 | 南 | 精装 | 有电梯,,57729,春江花月 ,1150
3,,8, | 3室2厅 | 109.02平米 | 南 | 简装 | 有电梯,,30270,冠宇隽园 ,330
2,,25, | 3室2厅 | 88.19平米 | 南 西 北 | 简装 | 有电梯,,46491,三里新城荷苑 ,410
3,,40, | 3室2厅 | 121平米 | 南 | 简装 | 有电梯,,46695,望江家园东园 ,565
4,,17, | 3室2厅 | 87.3平米 | 南 北 | 精装 | 有电梯,,34365,万科魅力之城 ,300
3,,13, | 3室2厅 | 115.79平米 | 南 | 精装 | 有电梯,,27637,红苹果家园 ,320
0,,7, | 3室2厅 | 92.66平米 | 南 | 精装 | 无电梯,,44248,南肖埠北景西苑 ,410
0,,29, | 2室1厅 | 59.27平米 | 南 | 毛坯 | 无电梯,,44205,光复路小区 ,262
4,,1, | 2室1厅 | 45.58平米 | 南 | 简装 | 无电梯,,47170,新工新村 ,215
4,,19, | 4室0厅 | 101.16平米 | 南 | 简装 | 有电梯,,35983,百大花园 ,364
0,,24, | 2室1厅 | 57.85平米 | 东 西 | 精装 | 无电梯,,77788,平海公寓 ,450
4,,29, | 3室2厅 | 59.53平米 | 南 | 精装 | 有电梯,,58794,水印康庭 ,350
8,,19, | 4室2厅 | 136.02平米 | 东南 | 其他 | 无电梯,,30878,亲亲家园二期 ,420
2,,22, | 3室2厅 | 89.09平米 | 南 | 简装 | 有电梯,,30868,天阳观筑 ,275
4,,37, | 3室2厅 | 87.4平米 | 南 北 | 精装 | 有电梯,,31465,绿城桃源小镇 ,275
3,,2, | 3室2厅 | 88.43平米 | 西南 | 简装 | 有电梯,,36187,广宇上东臻品 ,320
1,,27, | 2室1厅 | 54.6平米 | 南 | 简装 | 无电梯,,41209,景芳五区 ,225
1,,6, | 3室2厅 | 93.9平米 | 南 | 毛坯,,31949,理想银泰城 ,300
3,,31, | 4室2厅 | 133.66平米 | 南 北 | 精装 | 无电梯,,24690,盛世嘉园 ,330
2,,15, | 3室2厅 | 156.26平米 | 南 | 毛坯 | 有电梯,,24959,观澜时代云邸苑 ,390
0,,6, | 2室1厅 | 80.34平米 | 西南 | 简装 | 有电梯,,39582,左家新村 ,318
6,,16, | 3室2厅 | 89.16平米 | 南 北 | 毛坯 | 有电梯,,24900,长睦邻里人家东苑 ,222
1,,36, | 2室2厅 | 126.87平米 | 南 北 | 精装 | 无电梯,,28376,良渚文化村白鹭郡东 ,360
1,,6, | 3室2厅 | 131.23平米 | 南 | 简装 | 无电梯,,23623,横石板弄 ,310
2,,16, | 4室2厅 | 131平米 | 南 | 毛坯 | 无电梯,,42749,金地西溪风华 ,560
1,,3, | 3室1厅 | 87.92平米 | 南 | 毛坯 | 有电梯,,35032,大华海派风景 ,308
2,,15, | 2室1厅 | 88.71平米 | 南 | 毛坯 | 有电梯,,29309,保利东湾 ,260
2,,15, | 4室2厅 | 183.82平米 | 南 | 简装 | 有电梯,,29921,朗郡庭园 ,550
3,,14, | 3室2厅 | 114.59平米 | 南 | 简装 | 有电梯,,37089,吉如家园 ,425
2,,5, | 3室2厅 | 157.39平米 | 南 北 | 毛坯 | 有电梯,,24780,观澜时代云邸苑 ,390
3,,15, | 3室2厅 | 120.5平米 | 南 | 简装 | 无电梯,,20747,爵士风情花园 ,250
4,,22, | 3室1厅 | 92.86平米 | 东南 | 简装 | 无电梯,,34461,黄姑山路22号 ,320
2,,26, | 3室1厅 | 115.43平米 | 南 北 | 精装 | 无电梯,,32921,良渚文化村白鹭郡东 ,380
4,,6, | 4室1厅 | 151.44平米 | 南 | 精装 | 无电梯,,26744,江南摩卡 ,405
16,,47, | 3室2厅 | 111.88平米 | 南 北 | 毛坯 | 有电梯,,25921,保利东湾 ,290
4,,30, | 4室2厅 | 170.45平米 | 南 | 毛坯 | 有电梯,,28748,亲亲家园二期 ,490
3,,6, | 5室2厅 | 216.22平米 | 南 | 其他 | 无电梯,,37000,西溪望庄 ,800
4,,11, | 3室2厅 | 128.1平米 | 南 北 | 简装 | 有电梯,,50742,顺发吉祥半岛 ,650
3,,5, | 4室2厅 | 158.69平米 | 南 | 毛坯 | 有电梯,,26467,钱塘梧桐蓝山 ,420
4,,7, | 3室1厅 | 137.13平米 | 南 | 毛坯 | 有电梯,,39379,之江九里 ,540
5,,9, | 3室2厅 | 89平米 | 南 北 | 简装 | 有电梯,,38203,天鸿香榭里 ,340
1,,24, | 3室2厅 | 160.8平米 | 南 | 其他 | 有电梯,,26742,绿城西子郁金香岸 ,430
4,,9, | 3室1厅 | 76.39平米 | 南 | 简装 | 无电梯,,39273,五一新村 ,300
8,,24, | 2室2厅 | 81.57平米 | 南 | 毛坯 | 有电梯,,31875,德信金泊林公寓 ,260
4,,9, | 3室2厅 | 117平米 | 南 | 毛坯 | 有电梯,,32479,德信金泊林公寓 ,380
1,,3, | 3室2厅 | 85.46平米 | 南 北 | 毛坯 | 有电梯,,36860,中海定山府 ,315
2,,42, | 4室2厅 | 151.9平米 | 南 北 | 简装 | 有电梯,,34234,钱江湾花园 ,520
1,,14, | 2室1厅 | 54.87平米 | 南 北 | 简装 | 无电梯,,40095,和睦新村 ,220
4,,28, | 2室2厅 | 88.14平米 | 南 北 | 精装 | 有电梯,,31768,万科魅力之城 ,280
1,,7, | 2室2厅 | 85.87平米 | 南 | 毛坯 | 无电梯,,26203,爵士风情花园 ,225
2,,35, | 2室2厅 | 85.79平米 | 南 | 简装 | 有电梯,,31706,上沙锦湖家园 ,272
3,,12, | 5室2厅 | 186.08平米 | 南 | 简装 | 有电梯,,51054,坤和西溪里 ,950
4,,11, | 3室2厅 | 120.74平米 | 南 | 其他 | 无电梯,,22363,盛世嘉园 ,270
3,,24, | 2室1厅 | 81.93平米 | 南 | 精装 | 有电梯,,26364,保亿风景晨园 ,216
10,,99, | 1室1厅 | 56.66平米 | 南 | 其他 | 有电梯,,25239,复地连城国际 ,143
3,,4, | 3室2厅 | 139平米 | 南 | 简装 | 有电梯,,35252,云厦连园 ,490
1,,11, | 4室1厅 | 93.31平米 | 东南 | 简装,,42654,建国中路 ,398
2,,41, | 2室2厅 | 86.5平米 | 南 北 | 简装 | 无电梯,,23700,西山公寓 ,205
8,,15, | 2室2厅 | 87.9平米 | 南 北 | 简装 | 有电梯,,35268,翡翠城二期 ,310
2,,19, | 4室2厅 | 132.96平米 | 东 南 | 简装 | 有电梯,,26324,青枫墅园 ,350
3,,4, | 3室1厅 | 82.53平米 | 南 | 毛坯,,30535,郡枫绿园东区 ,252
2,,16, | 2室1厅 | 79.78平米 | 南 | 毛坯 | 有电梯,,40738,绿城之江1号 ,325
4,,13, | 4室1厅 | 129.9平米 | 南 | 精装 | 有电梯,,30409,通和都市枫林 ,395
3,,5, | 3室2厅 | 88.99平米 | 南 | 简装,,48882,德信大家钱江府 ,435
4,,8, | 3室2厅 | 86.22平米 | 南 | 毛坯 | 有电梯,,33635,大华海派风景 ,290
8,,15, | 2室2厅 | 87.75平米 | 南 | 毛坯 | 有电梯,,30770,天虹公寓 ,270
8,,8, | 2室2厅 | 67.7平米 | 南 北 | 毛坯 | 无电梯,,39144,三里家园一区 ,265
7,,15, | 3室1厅 | 66.87平米 | 南 北 | 其他 | 无电梯,,38882,古荡新村西区 ,260
14,,10, | 2室1厅 | 66.47平米 | 南 北 | 精装 | 无电梯,,45134,翠苑五区 ,300
6,,8, | 4室2厅 | 159.98平米 | 南 | 精装 | 有电梯,,49382,浅水湾城市花园 ,790
2,,15, | 3室2厅 | 75.05平米 | 南 北 | 精装 | 无电梯,,46636,中兴公寓 ,350
4,,7, | 3室2厅 | 86.18平米 | 南 | 简装 | 有电梯,,53377,西溪蝶园一期 ,460
15,,20, | 2室2厅 | 86.95平米 | 南 | 其他 | 有电梯,,33353,翡翠城二期 ,290
5,,10, | 3室2厅 | 128.49平米 | 南 北 | 简装 | 无电梯,,44829,南光坊 ,576
3,,12, | 3室2厅 | 137.27平米 | 南 | 简装 | 无电梯,,23312,苏家潭 ,320
3,,2, | 2室2厅 | 94.62平米 | 南 | 简装 | 有电梯,,48616,景上公寓 ,460
5,,34, | 4室2厅 | 136.16平米 | 南 北 | 精装 | 有电梯,,47738,德信浙旅东宸 ,650
8,,13, | 2室2厅 | 94.38平米 | 南 | 其他 | 无电梯,,21721,爵士风情花园 ,205
3,,14, | 2室1厅 | 95.3平米 | 南 北 | 精装 | 有电梯,,32529,云溪香山 ,310
10,,14, | 1室1厅 | 39.93平米 | 南 | 简装 | 无电梯,,41323,锦绣新村 ,165
5,,4, | 3室2厅 | 89平米 | 南 | 毛坯 | 有电梯,,29214,新湖菲林山 ,260
5,,16, | 4室1厅 | 129.71平米 | 南 | 精装 | 有电梯,,25442,保利东湾 ,330
6,,9, | 3室2厅 | 91.83平米 | 南 北 | 精装 | 有电梯,,39203,绿城翡翠湾 ,360
5,,4, | 3室2厅 | 125.3平米 | 南 | 精装 | 有电梯,,46289,芳满庭 ,580
1,,4, | 2室2厅 | 89平米 | 南 北 | 精装 | 有电梯,,31461,万科魅力之城 ,280
7,,14, | 3室2厅 | 88.7平米 | 南 | 精装 | 有电梯,,35513,宋都晨光国际 ,315
2,,6, | 2室2厅 | 99.34平米 | 南 | 精装 | 有电梯,,56373,浅水湾城市花园 ,560
2,,3, | 3室2厅 | 135.54平米 | 南 北 | 精装 | 有电梯,,25823,良渚文化村探梅里B ,350
1,,1, | 3室1厅 | 83平米 | 南 北 | 其他,,29519,庙前街 ,245
3,,5, | 3室2厅 | 137.48平米 | 南 北 | 精装 | 有电梯,,49462,广景苑 ,680
1,,2, | 4室2厅 | 143.89平米 | 南 北 | 精装 | 无电梯,31,31969,奥兰多小镇 ,460
1,,6, | 1室2厅 | 59.44平米 | 南 | 精装 | 无电梯,31,38695,大关西七苑 ,230
1,,2, | 2室2厅 | 89.07平米 | 南 西 | 精装 | 有电梯,31,60066,清水公寓 ,535
1,,1, | 3室1厅 | 56.64平米 | 南 | 其他 | 无电梯,31,45904,水星阁 ,260
0,,5, | 3室2厅 | 89.29平米 | 南 | 精装 | 有电梯,30,33599,昆仑天籁 ,300
2,,5, | 3室1厅 | 78.49平米 | 南 北 | 其他 | 无电梯,30,51345,凤凰北苑 ,403
2,,2, | 3室2厅 | 85平米 | 南 北 | 精装 | 有电梯,29,37648,保利江语海 ,320
4,,3, | 3室2厅 | 85.6平米 | 南 北 | 其他 | 有电梯,29,23949,庭院深深 ,205
2,,3, | 3室2厅 | 125.2平米 | 南 | 精装 | 无电梯,29,23563,闲林山水木兰苑 ,295
1,,3, | 3室2厅 | 87.91平米 | 南 | 精装 | 有电梯,28,40951,万科紫台 ,360
2,,4, | 4室2厅 | 138平米 | 南 北 | 精装 | 有电梯,28,25363,良渚文化村七贤郡 ,350
4,,7, | 3室2厅 | 87.83平米 | 南 | 精装 | 有电梯,28,28351,金地格林格林 ,249
8,,3, | 3室2厅 | 135.69平米 | 南 北 | 精装 | 有电梯,27,30953,翡翠城一期 ,420
3,,21, | 4室2厅 | 167.26平米 | 南 北 | 精装 | 有电梯,27,44243,彩虹城 ,740
5,,21, | 4室2厅 | 159.41平米 | 南 | 其他 | 有电梯,27,43912,钱江湾花园 ,700
2,,9, | 3室2厅 | 76.35平米 | 南 | 精装 | 有电梯,27,81205,盛世钱塘 ,620
2,,5, | 3室1厅 | 89.9平米 | 南 | 简装,27,57620,武林路 ,518
3,,67, | 3室2厅 | 82.05平米 | 南 | 精装 | 有电梯,27,23157,北城枫景园 ,190
4,,3, | 3室2厅 | 126.85平米 | 南 | 其他 | 有电梯,26,55972,金都华府 ,710
1,,4, | 2室2厅 | 105.93平米 | 南 北 | 其他 | 有电梯,25,34929,水星阁 ,370
1,,1, | 3室1厅 | 86.92平米 | 南 | 简装 | 有电梯,24,32214,中豪四季公馆 ,280
5,,11, | 4室2厅 | 136.65平米 | 南 | 简装 | 有电梯,24,20491,赞成香颂一期 ,280
1,,0, | 2室1厅 | 89.8平米 | 南 | 其他 | 有电梯,23,42874,日森大厦 ,385
6,,4, | 3室2厅 | 108.66平米 | 南 | 精装 | 有电梯,23,42334,金色黎明一期 ,460
1,,1, | 4室2厅 | 138.45平米 | 南 北 | 毛坯 | 有电梯,22,23114,金隅观澜时代瀚庭 ,320
6,,15, | 2室1厅 | 73.4平米 | 南 | 其他 | 有电梯,21,22753,星光国际公馆 ,167
1,,5, | 3室2厅 | 131.57平米 | 南 北 | 精装 | 有电梯,20,30023,亿丰蔚蓝郡 ,395
1,,3, | 3室2厅 | 126.77平米 | 南 | 精装 | 有电梯,20,61135,名城公馆 ,775
0,,1, | 4室2厅 | 175.03平米 | 南 | 毛坯 | 有电梯,19,23139,理想家园 ,405
1,,0, | 3室1厅 | 69.91平米 | 南 北 | 其他 | 无电梯,19,61508,石灰桥新村 ,430
3,,16, | 2室2厅 | 89.77平米 | 南 北 | 精装 | 有电梯,19,57926,欣盛东方郡东区 ,520
1,,4, | 4室1厅 | 81.43平米 | 东 南 | 其他 | 无电梯,19,44210,建德村 ,360
2,,3, | 3室2厅 | 139.9平米 | 南 北 | 精装 | 有电梯,18,41459,协安紫郡 ,580
1,,6, | 3室2厅 | 121.62平米 | 南 北 | 精装 | 有电梯,18,42592,沁园雅舍 ,518
2,,0, | 3室2厅 | 100.83平米 | 南 北 | 其他,16,24795,望城 ,250
2,,0, | 4室2厅 | 138.77平米 | 南 | 其他,16,30987,绿都四季华庭 ,430
1,,1, | 3室2厅 | 88.06平米 | 南 | 其他 | 有电梯,10,28390,金地艺境 ,250
0,,3, | 3室2厅 | 86.97平米 | 南 北 | 精装 | 有电梯,10,22997,经建绅世郡园 ,200
0,,2, | 3室2厅 | 123.66平米 | 南 | 精装,9,34773,万科郡西澜山 ,430
0,,6, | 3室1厅 | 89平米 | 南 | 精装 | 有电梯,9,35956,万科北宸之光 ,320
0,,6, | 3室2厅 | 89.17平米 | 南 | 毛坯 | 有电梯,7,42616,滨江江南之星 ,380
0,,2, | 3室2厅 | 142.15平米 | 南 | 其他,6,16532,越秀星汇城 ,235
0,,0, | 3室2厅 | 139平米 | 南 北 | 毛坯 | 有电梯,6,24893,钱塘梧桐蓝山 ,346
2,,52, | 1室2厅 | 41.14平米 | 西南 | 精装 | 有电梯,,35246,尚筑金座 ,145
18,,18, | 2室2厅 | 59.4平米 | 北 | 精装 | 有电梯,,17677,保利湾天地 ,105
0,,1, | 2室2厅 | 87.07平米 | 南 北 | 精装 | 有电梯,,54554,欣盛东方郡东区 ,475
0,,0, | 1室1厅 | 53.15平米 | 南 | 精装 | 有电梯,21,26341,云溪印象 ,140
0,,76, | 2室2厅 | 95.35平米 | 东南 | 精装 | 有电梯,,25171,丁桥景园南苑 ,240
0,,28, | 2室1厅 | 103.93平米 | 南 北 | 精装 | 无电梯,,29059,良渚文化村白鹭郡东 ,302
4,,16, | 2室2厅 | 74.33平米 | 南 | 精装 | 无电梯,,36998,康乐香港城 ,275
0,,31, | 2室1厅 | 82.13平米 | 南 | 精装 | 有电梯,,79143,世贸丽晶城 ,650
3,,37, | 2室1厅 | 75平米 | 南 | 简装 | 无电梯,,56000,近江家园一园 ,420
0,,7, | 2室2厅 | 89平米 | 南 北 | 简装 | 有电梯,,39326,银爵世纪公寓 ,350
1,,18, | 2室1厅 | 88.46平米 | 南 | 精装 | 有电梯,,29958,元都新景公寓 ,265
0,,44, | 2室1厅 | 59.74平米 | 东 | 精装 | 无电梯,,41849,老浙大直路11-25号 ,250
0,,22, | 5室2厅 | 133.65平米 | 南 北 | 毛坯 | 有电梯,,32174,文苑风情 ,430
4,,24, | 2室2厅 | 80.15平米 | 南 北 | 精装 | 无电梯,,38054,紫金公寓 ,305
7,,9, | 3室2厅 | 131.1平米 | 南 | 简装 | 有电梯,,41953,山水人家潇湘居 ,550
4,,64, | 2室2厅 | 87.88平米 | 南 | 精装 | 无电梯,,21052,华盛星洲翠谷 ,185
0,,46, | 3室2厅 | 86.4平米 | 南 北 | 精装 | 有电梯,,21413,江南新港公寓 ,185
4,,31, | 2室1厅 | 50.94平米 | 南 | 简装 | 无电梯,,35336,绍兴新村 ,180
1,,22, | 1室1厅 | 50.77平米 | 南 | 精装 | 有电梯,,31515,广宇东承府 ,160
3,,15, | 2室1厅 | 59.45平米 | 南 | 简装 | 无电梯,,42894,九莲新村 ,255
4,,9, | 2室1厅 | 70.8平米 | 南 | 简装 | 无电梯,,60029,华苑公寓 ,425
0,,14, | 3室2厅 | 88.96平米 | 南 | 精装 | 有电梯,,52271,天阳上河 ,465
0,,42, | 1室1厅 | 35平米 | 南 | 精装 | 无电梯,,45715,流水苑 ,160
2,,43, | 2室1厅 | 48平米 | 南 北 | 简装 | 无电梯,,40625,长征新村 ,195
2,,12, | 2室1厅 | 61.11平米 | 南 北 | 简装 | 有电梯,,42547,和新北苑 ,260
0,,12, | 2室1厅 | 63.92平米 | 南 | 简装 | 无电梯,,43023,濮家东村 ,275
4,,8, | 4室2厅 | 176.71平米 | 南 北 | 简装 | 有电梯,,36784,顺发和美家 ,650
1,,25, | 3室1厅 | 70.83平米 | 南 北 | 简装,,26543,水亭址 ,188
1,,11, | 2室2厅 | 78.15平米 | 南 | 精装 | 有电梯,,30711,广宇上东领地 ,240
1,,6, | 2室1厅 | 46.1平米 | 南 | 简装 | 无电梯,,36877,贾家弄 ,170
4,,13, | 2室1厅 | 53.83平米 | 南 北 | 精装 | 无电梯,,47372,西荡苑桃苑 ,255
1,,8, | 2室1厅 | 63.36平米 | 南 | 毛坯 | 有电梯,,32355,景冉佳园 ,205
2,,22, | 1室1厅 | 60.35平米 | 南 北 | 简装 | 有电梯,,29827,三江花园(萧山) ,180
1,,35, | 2室1厅 | 61.55平米 | 南 北 | 精装 | 有电梯,,37368,小河佳苑 ,230
2,,10, | 2室1厅 | 57.62平米 | 南 北 | 简装 | 无电梯,,39917,塘河新村 ,230
3,,26, | 2室1厅 | 47.82平米 | 南 | 简装 | 无电梯,,38687,蚕花园永庆坊 ,185
4,,12, | 2室2厅 | 93.01平米 | 南 | 精装 | 有电梯,,35481,温兴风情苑 ,330
1,,6, | 2室1厅 | 88.18平米 | 南 | 精装 | 有电梯,,44909,金狮苑 ,396
2,,17, | 2室1厅 | 47.96平米 | 南 | 精装 | 无电梯,,45872,复兴南苑 ,220
5,,20, | 2室2厅 | 89平米 | 南 | 精装 | 有电梯,,35394,朗郡庭园 ,315
1,,24, | 2室2厅 | 122平米 | 南 | 精装 | 有电梯,,43935,钱塘春晓 ,536
4,,5, | 2室2厅 | 79.52平米 | 南 | 精装 | 有电梯,,41499,红街公寓 ,330
4,,31, | 4室2厅 | 165.38平米 | 南 北 | 精装 | 有电梯,,18020,明华明辉花园 ,298
1,,32, | 2室2厅 | 89平米 | 南 | 精装 | 有电梯,,21349,新明半岛 ,190
4,,16, | 2室1厅 | 52.65平米 | 南 | 简装 | 无电梯,,55081,近江家园八园 ,290
5,,16, | 2室1厅 | 60.94平米 | 南 | 简装 | 无电梯,,54152,近江家园九园 ,330
3,,3, | 2室1厅 | 73.07平米 | 南 | 其他 | 无电梯,,38320,广兴新村 ,280
2,,11, | 2室1厅 | 56.58平米 | 南 | 毛坯 | 无电梯,,29163,杭钢南苑 ,165
3,,4, | 2室2厅 | 86.77平米 | 南 | 精装 | 有电梯,,48404,景上公寓 ,420
4,,16, | 2室1厅 | 59.09平米 | 南 | 简装 | 无电梯,,54155,凤凰南苑 ,320
2,,8, | 2室1厅 | 60.36平米 | 南 | 其他 | 无电梯,,36448,蚕花园永安坊 ,220
3,,42, | 1室1厅 | 54.33平米 | 北 | 精装 | 有电梯,,23008,领骏世界 ,125
1,,79, | 1室1厅 | 47.56平米 | 北 | 简装 | 有电梯,,32591,银色港湾公寓 ,155
1,,460, | 2室1厅 | 69.9平米 | 南 | 精装 | 有电梯,,20458,宜家时代 ,143
0,,33, | 4室2厅 | 173.88平米 | 南 | 毛坯 | 无电梯,,27031,云溪香山 ,470
2,,13, | 1室1厅 | 47.02平米 | 东 | 精装 | 有电梯,,24458,领骏世界 ,115
5,,63, | 1室1厅 | 64.32平米 | 北 | 精装 | 有电梯,,25653,众安嘉润公馆 ,165
1,,23, | 2室2厅 | 89.08平米 | 南 | 简装 | 无电梯,,51639,新金都城市花园 ,460
2,,22, | 1室1厅 | 86.64平米 | 南 | 精装 | 有电梯,,19045,江南星座 ,165
2,,4, | 1室1厅 | 68.23平米 | 南 | 精装 | 有电梯,,27847,众安嘉润公馆 ,190
0,,114, | 4室2厅 | 197平米 | 南 | 毛坯 | 有电梯,,36041,坤和和家园 ,710
0,,75, | 3室1厅 | 100.74平米 | 南 北 | 简装 | 无电梯,,37721,亚洲城花园 ,380
0,,83, | 3室2厅 | 95.62平米 | 南 北 | 毛坯 | 无电梯,,36604,九莲新村 ,350
0,,76, | 3室2厅 | 109.4平米 | 西北 | 精装 | 有电梯,,36564,稻香园南区 ,400
0,,57, | 3室2厅 | 89平米 | 南 西 | 毛坯 | 有电梯,,29776,青枫墅园 ,265
0,,93, | 3室2厅 | 108.73平米 | 南 | 精装 | 无电梯,,35869,富丽苑 ,390
0,,19, | 4室2厅 | 173.38平米 | 南 | 毛坯 | 有电梯,,43835,万家星城 ,760
0,,74, | 3室1厅 | 130.7平米 | 南 北 | 精装 | 有电梯,,67330,金基晓庐 ,880
0,,11, | 3室2厅 | 133.17平米 | 南 | 毛坯 | 有电梯,,41677,绿城西溪融庄 ,555
0,,57, | 3室2厅 | 147.65平米 | 东南 | 毛坯 | 无电梯,,22351,闲林山水丹枫苑 ,330
0,,50, | 3室1厅 | 86.59平米 | 南 | 精装 | 无电梯,,46773,府新花园东区 ,405
0,,497, | 3室1厅 | 119.7平米 | 南 北 | 精装,,16960,月光苑 ,203
0,,22, | 2室1厅 | 63.29平米 | 南 | 简装 | 无电梯,,45821,亚洲城花园 ,290
0,,20, | 2室1厅 | 110.19平米 | 南 | 毛坯 | 有电梯,,45377,东园高层公寓 ,500
3,,24, | 5室3厅 | 233.44平米 | 南 北 | 精装 | 无电梯,,55689,桂花城 ,1300
0,,143, | 3室1厅 | 89.38平米 | 南 | 简装 | 有电梯,,46431,万家花城二期 ,415
0,,6, | 5室2厅 | 278.11平米 | 南 | 毛坯 | 有电梯,,30312,朗郡庭园 ,843
0,,73, | 3室2厅 | 132.6平米 | 南 北 | 精装 | 有电梯,,31298,滨文苑 ,415
0,,63, | 3室1厅 | 89.88平米 | 南 西 | 精装 | 有电梯,,38830,天苑花园 ,349
0,,13, | 2室2厅 | 76.55平米 | 南 | 精装 | 无电梯,,46506,稻香园南区 ,356
1,,14, | 5室2厅 | 242.8平米 | 南 北 | 精装 | 无电梯,,23888,湖畔宽邸 ,580
1,,30, | 4室2厅 | 178.61平米 | 南 | 简装 | 有电梯,,35553,西溪晴雪 ,635
0,,17, | 4室2厅 | 185平米 | 南 西 北 | 精装 | 有电梯,,24811,保利城市果岭 ,459
0,,49, | 5室2厅 | 207.16平米 | 南 | 精装 | 有电梯,,37653,颐景园 ,780
0,,23, | 2室2厅 | 88.13平米 | 南 北 | 简装 | 无电梯,,51061,新金都城市花园 ,450
0,,33, | 3室1厅 | 88.8平米 | 南 | 精装 | 有电梯,,56307,中海西溪华府 ,500
1,,4, | 4室2厅 | 171平米 | 南 | 其他 | 有电梯,,36843,佳境天城佳合苑 ,630
0,,130, | 3室2厅 | 89.47平米 | 南 北 | 精装 | 无电梯,,49179,中交悦西溪 ,440
0,,73, | 3室2厅 | 148.16平米 | 南 | 精装 | 有电梯,,25648,通和戈雅公寓 ,380
0,,47, | 3室1厅 | 88.73平米 | 南 | 毛坯 | 有电梯,,32684,中海定山府 ,290
0,,82, | 2室2厅 | 88.41平米 | 南 北 | 精装 | 有电梯,,44113,瑞立东方花城 ,390
0,,31, | 3室2厅 | 89.37平米 | 南 | 精装 | 有电梯,,44758,中国铁建青秀城 ,400
1,,3, | 2室0厅 | 45.17平米 | 东 | 简装 | 无电梯,,44278,凤山路79号 ,200
2,,10, | 4室3厅 | 267.61平米 | 东 南 北 | 毛坯 | 有电梯,,36995,水印城 ,990
7,,65, | 2室1厅 | 56.58平米 | 南 北 | 精装 | 无电梯,,45069,假山新村 ,255
1,,49, | 2室1厅 | 47.68平米 | 南 | 简装 | 无电梯,,40898,景芳三区 ,195
0,,57, | 2室2厅 | 81.57平米 | 南 | 毛坯 | 有电梯,,34940,德信金泊林公寓 ,285
5,,107, | 2室2厅 | 76.56平米 | 南 | 精装 | 有电梯,,31087,蓝桥名苑 ,238
0,,34, | 3室2厅 | 80.24平米 | 南 | 精装 | 无电梯,,41127,三塘兰园 ,330
0,,8, | 5室2厅 | 230平米 | 南 | 精装 | 有电梯,,56522,广宇西城年华 ,1300
1,,16, | 4室2厅 | 226.17平米 | 南 北 | 毛坯 | 有电梯,,27856,保利江语海 ,630
7,,53, | 3室2厅 | 132.07平米 | 南 北 | 精装 | 有电梯,,32938,亲亲家园三期 ,435
2,,30, | 5室2厅 | 283.71平米 | 南 | 精装 | 有电梯,,90938,西溪诚园正信苑 ,2580
9,,126, | 2室2厅 | 89平米 | 南 | 精装 | 有电梯,,27866,万科魅力之城 ,248
1,,14, | 6室3厅 | 285.53平米 | 南 北 | 精装 | 有电梯,,49733,坤和和家园 ,1420
1,,10, | 4室2厅 | 178.31平米 | 南 | 精装 | 有电梯,,30285,中海定山府 ,540
